agency_id,number,name,billing_address1,billing_address2,billing_city,billing_state,billing_zip,county_code,county_name,county_rollup,agency_type,representative_name,services_loc_id,services_reporting_agency_id,agency_id_rollup,is_community_agency,number_full
1826,15311,Native American Indian Center,67 E Innis Ave,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Produce Market,NA,1120,465,1826,1,000000015311
1827,15312,"Neighborhood Services, Inc.",1950 N 4th St,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Produce Market,NA,723,466,159,1,000000015312
1828,15313,Vineyard on Avery Produce Market,5400 Avery Rd,NA,Dublin,OH,43016,FRA,Franklin,Franklin,Produce Market,NA,327,568,NA,1,000000015313
1829,15314,"People In Need, Inc.",138 Johnson Drive,NA,Delaware,OH,43015,DEL,Delaware,Contiguous,Produce Market,NA,802,468,173,1,000000015314
1830,15315,ZZZZZRJ Hairston,1417 Brentnell Ave,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Produce Market,NA,599,469,1407,1,000000015315
1831,15316,Redeemer Lutheran Church (LSS),1555 S James Rd,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Produce Market,NA,1,47,1209,1,000000015316
1832,15317,Salvation Army-Marion,317 W Church St,NA,Marion,OH,43302,MAR,Marion,Rural,Produce Market,NA,1343,470,302,1,000000015317
1833,15318,St. Lawrence Haven,197 E Gay St,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Produce Market,NA,0,0,192,1,000000015318
1834,15319,St. Paul Episcopal Church,197 E Center St,NA,Marion,OH,43302,MAR,Marion,Rural,Produce Market,NA,0,0,167,1,000000015319
1835,15320,Saint Philip Lutheran Church,1506 E Long St,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Produce Market,NA,528,588,195,1,000000015320
1836,15321,St Stephens,1500 E 17th Ave,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Produce Market,NA,1232,66,209,1,000000015321
1837,15322,The Station Break,160 Howard St,NA,Mt Vernon,OH,43050,KNO,Knox,Rural,Produce Market,NA,1459,472,NA,1,000000015322
1838,15323,Vaughn Hairston YMCA,3500 First Ave,NA,Urbancrest,OH,43123,FRA,Franklin,Franklin,Produce Market,NA,43,473,1838,1,000000015323
1839,15324,Worthington FP & Resource Center,445 E Dublin-Granville Rd,NA,Worthington,OH,43085,FRA,Franklin,Franklin,Produce Market,NA,0,0,1369,1,000000015324
1840,15325,Yorkville UMC,121 Third St,NA,Yorkville,OH,43971,BEL,Belmont,Rural,Produce Market,NA,322,474,1298,1,000000015325
1841,15326,Faith Ministries,2747 Agler Rd,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Produce Market,NA,1047,2,NA,1,000000015326
1842,15327,Frankfort UMC,30 Church St,NA,Frankfort,OH,45628,ROS,Ross,Rural,Produce Market,NA,735,475,1842,1,000000015327
1843,15328,Rhema Christian Center,2100 Agler Rd,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015328
1844,15329,Inprem Holistic Comm. Resource Center,5757 Karl Rd,NA,Columbus,OH,43231,FRA,Franklin,Franklin,Produce Market,NA,691,476,1920,1,000000015329
1851,15330,The Academy for Urban Scholars,1808 E Broad St,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015330
1852,15331,Emerging Autism Solutions,1734 Balsamridge Road,NA,Columbus,OH,43229,FRA,Franklin,Franklin,Produce Market,NA,716,598,NA,1,000000015331
1862,15332,Faith Food Pantry,1011 Old Chillicothe Rd,NA,Washington Court House,OH,43160,FAY,Fayette,Rural,Produce Market,NA,0,0,1728,1,000000015332
1865,15333,Compel Christian Center,2447 W Mound St,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Produce Market,NA,1123,10,NA,1,000000015333
1866,15334,St. Paul Lutheran (LSS),135 W Main St,NA,Waldo,OH,43356,MAR,Marion,Rural,Produce Market,NA,876,556,1209,1,000000015334
1870,15335,Church of God & Saints of Christ / (PMP),1265 Hildreth Ave,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015335
1883,15336,Philadelphia Deliverance Church,250 S Napoleon Ave,NA,Columbus,OH,43213,FRA,Franklin,Franklin,Produce Market,NA,1018,45,1923,1,000000015336
1887,15337,Church of Christ of Apostolic Faith,1200 Brentnell Ave,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Produce Market,NA,593,478,1164,1,000000015337
1888,15338,The Hub CDC / (PMP),1030 Alum Creek Drive,NA,Columbus,OH,43209,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015338
1889,15339,The Upper Room Assembly & Worship CTR,803 Vine Street,NA,Coshocton,OH,43812,COS,Coshocton,Rural,Produce Market,NA,1095,479,1958,1,000000015339
1890,15340,Trinity Assembly of God,1112 Demorest Rd,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Produce Market,NA,1021,71,NA,1,000000015340
1903,15341,Faith UMC (Cambridge),530 Jefferson Ave,NA,Cambridge,OH,43725,GUE,Guernsey,Rural,Produce Market,NA,739,480,NA,1,000000015341
1904,15342,The Word Church,115 Wilson Avenue,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Produce Market,NA,937,69,NA,1,000000015342
1914,15343,Christ Memorial Baptist Church,3330 East Livingston Ave,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Produce Market,NA,877,8,177,1,000000015343
1915,15344,Westerville Area Resource Ministry,150 Heatherdown Drive,NA,Westerville,OH,43081,FRA,Franklin,Franklin,Produce Market,NA,103,481,202,1,000000015344
1916,15345,The Apostolic Church International,1048 Morse Road,NA,Columbus,OH,43229,FRA,Franklin,Franklin,Produce Market,NA,1345,68,NA,1,000000015345
1928,15346,Calvary Road Church FP,8644 Hollyhock Lane,NA,Orient,OH,43146,FRA,Franklin,Franklin,Produce Market,NA,448,482,115,1,000000015346
1929,15347,Love Zion Baptist Church,1459 Madison Ave,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Produce Market,NA,1289,30,NA,1,000000015347
1930,15348,Bethany Baptist Church,959 Bulen Ave,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Produce Market,NA,1098,4,NA,1,000000015348
1932,15349,Ward Family YMCA,130 Woodland Ave,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Produce Market,NA,1453,74,1838,1,000000015349
1933,15350,St Agnes Church,2364 W Mound St,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Produce Market,NA,1452,62,NA,1,000000015350
1934,15351,United Way of Guernsey/NOBLE COUNTIES,Lore City UMC,186 Main St,Lore City,OH,43755,GUE,Guernsey,Rural,Produce Market,NA,1403,483,1934,1,000000015351
1935,15352,New Horizons Christian Fellowship,1428 Fairwood Ave,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Produce Market,NA,998,43,NA,1,000000015352
1936,15353,Linworth UMC,7070 Brent Tree Blvd,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Produce Market,NA,1422,29,NA,1,000000015353
1937,15354,SF Howard Recreation Center,2505 N Cassady Ave,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Produce Market,NA,1463,484,2064,1,000000015354
1938,15355,SF Scioto South,3901 Parsons Ave,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Produce Market,NA,1462,485,2064,1,000000015355
1939,15356,Driving Park Recreation Center,1100 Rhoads Ave,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015356
1940,15357,Westgate Recreation Center,455 S Westgate Ave,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015357
1949,15358,ZZZZZColumbus State Community College,550 E Spring St,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Produce Market,NA,949,486,NA,1,000000015358
1951,15359,New Fellowship Baptist Church,3420 Petzinger Rd,NA,Columbus,OH,43232,FRA,Franklin,Franklin,Produce Market,NA,0,0,183,1,000000015359
1952,15360,Moler Elementary,1201 Moler Rd,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Produce Market,NA,1049,57,1952,1,000000015360
1967,15361,Muslim American Society,4615 Northtowne Blvd,NA,Columbus,OH,43229,FRA,Franklin,Franklin,Produce Market,NA,1429,577,NA,1,000000015361
1968,15362,ZZZZZClintonville-Beechwold CRC,14 W Lakeview Ave,NA,Columbus,OH,43202,FRA,Franklin,Franklin,Produce Market,NA,508,550,81,1,000000015362
1969,15363,Seventh Ave Comm Baptist Church,28 E 7th Ave,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Produce Market,NA,1456,50,NA,1,000000015363
1970,15364,ZZZZZThe Cathedral of the Covenant Churc,1712 Courtright Rd,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015364
1971,15365,Prairie Twp Community Health Action Team,"1500 Lakeshore Drive, Suite 230",NA,Columbus,OH,43204,FRA,Franklin,Franklin,Produce Market,NA,1451,46,NA,1,000000015365
1972,15366,Victorious Army of Christ,"4770 Indianola Ave, Ste 290",NA,Columbus,OH,43214,FRA,Franklin,Franklin,Produce Market,NA,1455,72,NA,1,000000015366
1973,15367,Harlem Road UMC,5520 Harlem Rd,NA,Galena,OH,43021,DEL,Delaware,Contiguous,Produce Market,NA,1127,488,NA,1,000000015367
1974,15368,Cardington Food Pantry,300 S Marion St,NA,Cardington,OH,43315,MOR,Morrow,Rural,Produce Market,NA,268,489,1385,1,000000015368
1976,15369,Columbus Next Generation,1910 Cleveland avenue,NA,Columbus,OH,43211,FRA,Franklin,Franklin,Produce Market,NA,1460,490,NA,1,000000015369
1981,15370,Kiwanis Club of Coshocton,725 Pine St,NA,Coshocton,OH,43812,COS,Coshocton,Rural,Produce Market,NA,1121,491,NA,1,000000015370
1982,15371,Primary One Health,2300 W Broad St,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Produce Market,NA,1213,492,NA,1,000000015371
1991,15372,Kroger Community FP,3960 Brookham Drive,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Produce Market,NA,6,493,1409,1,000000015372
1992,15373,Faith Tabernacle Holiness Church,1204 St Clair Ave,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Produce Market,NA,1445,494,NA,1,000000015373
1993,15374,Bhutanese-Nepali Community of Columbus,4646 Tamarack Blvd,NA,Columbus,OH,43229,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015374
1994,15375,Lao Volunteer Donation Association,2915 Lockbourne Rd,NA,Columbus,OH,43232,FRA,Franklin,Franklin,Produce Market,NA,1393,26,NA,1,000000015375
1998,15376,ZZZZZWeinland Park Elem School,211 E Seventh Ave,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Produce Market,NA,44,59,NA,1,000000015376
1999,15377,Starling STEM School,145 S Central Ave,NA,Columbus,OH,43222,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015377
2009,15378,Walnut Hill UMC,975 Rathmell Rd,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Produce Market,NA,1430,73,NA,1,000000015378
2037,15379,Heritage Memorial Church Produce Market,412 Rose Ave,NA,Washington Court House,OH,43160,FAY,Fayette,Rural,Produce Market,NA,446,495,1341,1,000000015379
2055,15380,Canal Lewisville UMC,198 E Church St,NA,Coshocton,OH,43812,COS,Coshocton,Rural,Produce Market,NA,781,496,NA,1,000000015380
2059,15381,Linden STEM,2626 Cleveland Ave,NA,Columbus,OH,43211,FRA,Franklin,Franklin,Produce Market,NA,1583,56,NA,1,000000015381
2062,15382,MASH Pantry Pickaway,2735 Columbus St,NA,Grove City,OH,43123,PIC,Pickaway,Contiguous,Produce Market,NA,702,497,2062,1,000000015382
2063,15383,Eakin ES,3774 Eakin Rd,NA,Columbus,OH,43228,FRA,Franklin,Franklin,Produce Market,NA,29,52,NA,1,000000015383
2072,15384,SF Adams Community Center,854 Alton Ave,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Produce Market,NA,1536,498,2064,1,000000015384
2080,15385,MASH Pantry/ Delaware VFW,2735 Columbus St,NA,Grove City,OH,43123,DEL,Delaware,Contiguous,Produce Market,NA,702,499,2062,1,000000015385
2082,15386,MASH Pantry/ Whitehall,1117 S Hamilton Rd,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Produce Market,NA,702,500,2062,1,000000015386
2083,15387,Zion Development Center/Nehemiah's House,6930 Motts Pl Rd,NA,Canal Winchester,OH,43110,FRA,Franklin,Franklin,Produce Market,NA,4568,501,NA,1,000000015387
2087,15388,West Muskingum Schools,4880 West Pike,NA,Zanesville,OH,43701,MUS,Muskingum,Rural,Produce Market,NA,1658,502,NA,1,000000015388
2088,15389,ZZZZZWatkins ES,1520 Watkins Rd,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Produce Market,NA,1580,58,NA,1,000000015389
2090,15390,Faith Community Church,2578 Sullivant Ave,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Produce Market,NA,0,503,NA,1,000000015390
2093,15391,Resurrection Evang Lutheran Church BOL,3500 Main St,NA,Hilliard,OH,43026,FRA,Franklin,Franklin,Produce Market,NA,1541,504,2077,1,000000015391
2095,15392,MASH Pantry/ Amvets Post 2000,2735 Columbus St,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Produce Market,NA,702,35,2096,1,000000015392
2099,15393,ZZZZZYMCA EARLY LEARNING CENTER,2879 JOHNSTOWN RD,NA,COLUMBUS,OH,43219,FRA,Franklin,Franklin,Produce Market,NA,2062,505,NA,1,000000015393
2104,15394,"Southeast, Inc.",16 W Long St,NA,Columbus,NA,43215,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015394
2109,15395,Power for Change,106 Delray Rd,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Produce Market,NA,2133,23,2109,1,000000015395
2134,15396,ZZZZZStiles Elementary (CIS) PMP,4700 Stiles Ave,NA,Columbus,OH,43228,FRA,Franklin,Franklin,Produce Market,NA,1818,67,2421,1,000000015396
2141,15397,KS Community Services,1771 Red Robin Road,NA,Columbus,OH,43229,FRA,Franklin,Franklin,Produce Market,NA,1005,574,NA,1,000000015397
2160,15398,Marion Christian Center,1550 Richland Rd.,NA,Marion,NA,43302,MAR,Marion,Rural,Produce Market,NA,1922,567,NA,1,000000015398
2164,15399,All Peoples Fresh Market,946 Parsons Ave,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Produce Market,NA,287,682,NA,1,000000015399
2168,15400,South Scioto Performance Academy,1570 S High St,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Produce Market,NA,1962,508,1757,1,000000015400
2170,15401,Finland MS (CIS),1825 Finland Ave,NA,Columbus,OH,43223,FRA,Franklin,Franklin,Produce Market,NA,1990,0,NA,1,000000015401
2174,15402,Kingdom Kids Outreach Ministries,3060 Weirton Drive,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Fresh Food Partner,NA,0,0,NA,1,000000015402
2187,15403,MASH@ Gahanna VFW,2735 Columbus St,NA,Columbus,OH,43123,FRA,Franklin,Franklin,Produce Market,NA,702,584,2062,1,000000015403
2189,15404,ZZZZZColumbus Next Gen @ Point of Pride,"1393 East Broad St, 3rd Floor",NA,Columbus,OH,43205,FRA,Franklin,Franklin,Produce Market,NA,2137,585,NA,1,000000015404
2191,15405,Community Outreach Mobile Pantry (CHOMP),18381 Zolman Road,NA,Fredericktown,OH,43019,KNO,Knox,Rural,Produce Market,NA,2107,532,NA,1,000000015405
2195,15406,Logos Christian Ministries,PO BOX 376,NA,Marion,OH,43301,MAR,Marion,Rural,Produce Market,NA,2139,586,NA,1,000000015406
2218,15407,Bowen New Life Center for Change,960 N Hamilton Rd Ste 100,NA,Gahanna,OH,43230,FRA,Franklin,Franklin,Produce Market,NA,2226,579,NA,1,000000015407
2219,15408,Jerry L Garver YMCA,40 W Long Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Produce Market,NA,2266,587,1838,1,000000015408
2241,15409,Holy Spirit Catholic Church,4383 East Broad Street,NA,Columbus,OH,43213,FRA,Franklin,Franklin,Produce Market,NA,2248,582,NA,1,000000015409
2243,15410,Windsor STEM,1219 E 12th Ave,NA,Columbus,OH,43211,FRA,Franklin,Franklin,Produce Market,NA,2268,583,NA,1,000000015410
2245,15411,ZZZZZFaithway Baptist Church,3001 Brice Road,NA,Brice,OH,43109,FRA,Franklin,Franklin,Produce Market,NA,2274,571,NA,1,000000015411
2262,15412,LSS Guernsey,1460 South Champion Ave,NA,Columbus,OH,43206,GUE,Guernsey,Rural,Produce Market,NA,2353,619,1209,1,000000015412
2263,15413,New Covenant Food Pantry,36 S Shawnee Ave,NA,Zanesville,OH,43701,MUS,Muskingum,Rural,Produce Market,NA,2346,600,NA,1,000000015413
2271,15414,Hilltop YMCA,40 West Long Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Produce Market,NA,2361,602,1838,1,000000015414
2275,15415,MM2 Flushing Ministerial Association,427 High Street,NA,Flushing,OH,43977,BEL,Belmont,Rural,Mobile Market 2,NA,1483,688,1569,1,000000015415
2278,15416,New Season Assembly,2461 East Dublin Grandville Road,NA,Columbus,OH,43229,FRA,Franklin,Franklin,Produce Market,NA,2632,605,NA,1,000000015416
2285,15417,NA,50A Ross Street,NA,Delaware,OH,43015,DEL,Delaware,Contiguous,Produce Market,NA,0,0,NA,1,000000015417
2287,15418,Blackburn Recreation Center,263 S Carpenter Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Produce Market,NA,2640,617,2064,1,000000015418
2288,15419,New American Coalition,1479 Morse Road,NA,Columbus,OH,43229,FRA,Franklin,Franklin,Produce Market,NA,2621,607,NA,1,000000015419
2299,15420,YMCA @ Whitehall High School,675 Yearling Road,NA,Whitehall,OH,43213,FRA,Franklin,Franklin,Produce Market,NA,0,0,1838,1,000000015420
2319,15421,Ohio Capital City Memorial VFW,1757 E Livingston Ave,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Produce Market,NA,2744,633,NA,1,000000015421
2322,15422,Sigsbee Ave Church of Christ,1322 Sigsbee Ave,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Produce Market,NA,2745,632,NA,1,000000015422
2325,15423,North Woodbury Alliance Church,6385 State Route 314,NA,Mount Gilead,NA,43338,MOR,Morrow,Rural,Produce Market,NA,2756,643,NA,1,000000015423
2327,15424,Philadelphie SDA Church,2169 Ferris Road,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Produce Market,NA,2766,653,NA,1,000000015424
2360,15425,Eastside Vineyard,911 S. James Road,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Produce Market,NA,2310,666,NA,1,000000015425
2366,15426,Clinton Township CHAT,3422 Cleveland Ave,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Produce Market,NA,3068,668,2440,1,000000015426
2367,15427,North Community Counseling Center @ CNA,1299 McNaughten Road,NA,Columbus,OH,43232,FRA,Franklin,Franklin,Produce Market,NA,3054,665,NA,1,000000015427
2369,15428,SharonWoods Church,5959 Sharon Woods Blvd,NA,Columbus,OH,43229,FRA,Franklin,Franklin,Produce Market,NA,3129,671,NA,1,000000015428
2376,15429,Kingdom at Hand Ministries,1442 Sullivant Ave,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Produce Market,NA,3153,676,NA,1,000000015429
2382,15430,Nia Performing Arts /Emmanuelle Tabernac,176 Melyer Court,NA,Columbus,OH,43235,FRA,Franklin,Franklin,Produce Market,NA,3220,735,NA,1,000000015430
2391,15431,Buckeye Valley Produce Market,4254 Shoemaker Rd.,NA,Ashley,OH,43003,DEL,Delaware,Contiguous,Produce Market,NA,0,0,1315,1,000000015431
2392,15432,Bridge Gate Community School Market,4060 Sullivant Ave,NA,Columbus,OH,43228,FRA,Franklin,Franklin,Produce Market,NA,3299,715,2372,1,000000015432
2465,15433,Early Care and Learning Center,2515 Lockbourne Road,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Produce Market,NA,3574,731,NA,1,000000015433
2476,15434,Alianza 614,365 Carilla Lane,NA,Columbus,OH,43228,FRA,Franklin,Franklin,Produce Market,NA,3642,732,NA,1,000000015434
2477,15435,Mid-Ohio Farm,3960 Brookham Dr,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015435
2482,15436,The Charles School,1270 Bretnell Avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Produce Market,NA,3654,729,NA,1,000000015436
2503,15437,Vineyard Westervile Campus,6000 Cooper Rd,NA,Westerville,OH,43081,FRA,Franklin,Franklin,Produce Market,NA,3940,743,NA,1,000000015437
2504,15438,Vineyard Sawmill Campus,4140 Tuller Rd Suite 122,NA,Dublin,OH,43017,FRA,Franklin,Franklin,Produce Market,NA,3959,746,NA,1,000000015438
2505,15439,Vineyard East Campus,333 Jericho Road,NA,Pickerington,OH,43147,FRA,Franklin,Franklin,Produce Market,NA,3964,749,NA,1,000000015439
2507,15440,Church of Pentecost,6200 Cleveland Ave,NA,Columbus,OH,43235,FRA,Franklin,Franklin,Produce Market,NA,3973,750,NA,1,000000015440
2512,15441,North YMCA,1640 Sandalwood Place,NA,Columbus,OH,43229,FRA,Franklin,Franklin,Produce Market,NA,4083,753,NA,1,000000015441
2484,15491,Our Lady of Lourdes,1033 W. 5th St,NA,Marysville,OH,43040,UNI,Union,Contiguous,Produce Market,NA,0,0,NA,1,000000015491
982,15501,Belmont Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,BEL,Belmont,Rural,NA,NA,NA,NA,NA,1,000000015501
983,15502,Coshocton Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,COS,Coshocton,Rural,NA,NA,NA,NA,NA,1,000000015502
984,15503,Fayette Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,FAY,Fayette,Rural,NA,NA,NA,NA,NA,1,000000015503
985,15504,Guernsey Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,GUE,Guernsey,Rural,NA,NA,NA,NA,NA,1,000000015504
986,15505,Harrison Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,HAR,Harrison,Rural,NA,NA,NA,NA,NA,1,000000015505
987,15506,Jefferson Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,JEF,Jefferson,Rural,NA,NA,NA,NA,NA,1,000000015506
988,15507,Knox Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,KNO,Knox,Rural,NA,NA,NA,NA,NA,1,000000015507
989,15508,Marion Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,MAR,Marion,Rural,NA,NA,NA,NA,NA,1,000000015508
990,15509,Monroe Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,MON,Monroe,Rural,NA,NA,NA,NA,NA,1,000000015509
991,15510,Morrow Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,MOR,Morrow,Rural,NA,NA,NA,NA,NA,1,000000015510
992,15511,Muskingum Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,MUS,Muskingum,Rural,NA,NA,NA,NA,NA,1,000000015511
993,15512,Noble Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,NOB,Noble,Rural,NA,NA,NA,NA,NA,1,000000015512
994,15513,Ross Co / disaster relief,1625 W. Mound Street,NA,Columbus,OH,,ROS,Ross,Rural,NA,NA,NA,NA,NA,1,000000015513
2338,15525,All Kids Count,2396 Mock Road,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Produce Market,NA,0,0,NA,1,000000015525
2341,15526,Parsons Elementary,3231 LeeEllen Place,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Produce Market,NA,2902,660,NA,1,000000015526
998,15600,Franklin Co / TANF,1625 W. Mound Street,NA,Columbus,OH,43223,FRA,Franklin,Franklin,Miscellaneous,NA,0,0,NA,1,000000015600
999,15601,Belmont Co / TANF,3800 Jefferson St / Salvation Army whse,315 37th Street / office,Bellaire,OH,43906,BEL,Belmont,Rural,Miscellaneous,NA,0,0,NA,1,000000015601
1000,15602,Coshocton Co / TANF,1625 W. Mound Street,NA,NA,OH,,COS,Coshocton,Rural,Miscellaneous,NA,0,0,NA,1,000000015602
1001,15603,Fayette Co / TANF,1625 W. Mound Street,NA,NA,OH,,FAY,Fayette,Rural,Miscellaneous,NA,0,0,NA,1,000000015603
1002,15604,Guernsey Co / TANF,221 Dewey Ave / Salvation Army,NA,Cambridge,OH,43725,GUE,Guernsey,Rural,Miscellaneous,NA,0,0,NA,1,000000015604
1003,15605,Harrison Co / TANF,131 W. Market Street / Harcatus CAC,NA,Cadiz,OH,43907,HAR,Harrison,Rural,Miscellaneous,NA,0,0,NA,1,000000015605
1004,15606,Jefferson Co / TANF,311 N. 6th Street / Urban Mission,NA,Steubenville,OH,43952,JEF,Jefferson,Rural,Miscellaneous,NA,0,0,NA,1,000000015606
1005,15607,Knox Co / TANF,1625 W. Mound Street,NA,NA,OH,,KNO,Knox,Rural,Miscellaneous,NA,0,0,NA,1,000000015607
1006,15608,Marion Co / TANF,1625 W. Mound Street,NA,NA,OH,,MAR,Marion,Rural,Miscellaneous,NA,0,0,NA,1,000000015608
1008,15609,Monroe Co / TANF,303 S. Main Street / Woodsfield Manna,NA,Woodsfield,OH,43793,MON,Monroe,Rural,Miscellaneous,NA,0,0,NA,1,000000015609
1009,15610,Morrow Co / TANF,NA,NA,NA,OH,,MOR,Morrow,Rural,Miscellaneous,NA,0,0,NA,1,000000015610
1010,15611,Muskingum Co / TANF,515 Putnam Street / Salvation Army,NA,Zanesville,OH,43702,MUS,Muskingum,Rural,Miscellaneous,NA,0,0,NA,1,000000015611
1011,15612,Noble Co / TANF,615 North Street / GMN Commnity Action,NA,Caldwell,OH,43724,NOB,Noble,Rural,Miscellaneous,NA,0,0,NA,1,000000015612
1012,15613,Ross Co / TANF,1625 W. Mound Street,NA,Columbus,OH,,ROS,Ross,Rural,Miscellaneous,NA,0,0,NA,1,000000015613
1032,15614,Pickaway Co / TANF,Mid-Ohio FoodBank,NA,Columbus,OH,43223,PIC,Pickaway,Contiguous,Miscellaneous,NA,0,0,NA,1,000000015614
1033,15615,Delaware Co / TANF,Mid-Ohio FoodBank,NA,Columbus,OH,43223,DEL,Delaware,Contiguous,Miscellaneous,NA,0,0,NA,1,000000015615
1034,15616,Madison Co / TANF,Mid-Ohio FoodBank,NA,Columbus,OH,43223,MAD,Madison,Contiguous,Miscellaneous,NA,0,0,NA,1,000000015616
1035,15617,Fairfield Co / TANF,Mid-Ohio FoodBank,NA,Lancaster OH,NA,43223,FAI,Fairfield,Contiguous,Miscellaneous,NA,0,0,NA,1,000000015617
1036,15618,Licking Co / TANF,Mid-Ohio FoodBank,NA,Newark,OH,43223,LIC,Licking,Contiguous,Miscellaneous,NA,0,0,NA,1,000000015618
1037,15619,Union Co / TANF,Mid-Ohio FoodBank,NA,Marysville,OH,43223,UNI,Union,Contiguous,Miscellaneous,NA,0,0,NA,1,000000015619
1233,15620,tanf Franklin co,1625 W. Mound St.,NA,Columbus,OH,43223,FRA,Franklin,Franklin,Miscellaneous,NA,0,0,NA,1,000000015620
1234,15621,tanf/owf Licking Co,NA,NA,Newark,OH,,LIC,Licking,Contiguous,Miscellaneous,NA,0,0,NA,1,000000015621
1235,15622,tanf/owf Muskingum Co,NA,NA,Zaneville,OH,,MUS,Muskingum,Rural,Miscellaneous,NA,0,0,NA,1,000000015622
1236,15623,tanf/owf Jefferson Co,NA,NA,Steubenville,OH,,JEF,Jefferson,Rural,Miscellaneous,NA,0,0,NA,1,000000015623
1085,15750,MMK / MOFB senior sites- XXDO NOT USE,1625 W. Mound Street,NA,Columbus,OH,43223,FRA,Franklin,Franklin,Mobile Market 1,NA,0,0,NA,1,000000015750
